,N,M,cluster_size,cluster_mean,seed_a,seed_b,score,model
2037,300,450,50.0,5.0,0,3,0.0437338056245372,clustered
2038,300,450,50.0,5.0,0,4,0.0411625135788147,clustered
2039,300,450,50.0,5.0,0,5,0.0414758123367825,clustered
2040,300,450,50.0,5.0,0,6,0.0422990060307112,clustered
2041,300,450,50.0,5.0,0,7,0.043259538847397,clustered
2042,300,450,50.0,5.0,0,8,0.0423004755548479,clustered
2043,300,450,50.0,5.0,0,9,0.0420512050135523,clustered
2044,300,450,50.0,5.0,0,10,0.0413859293658071,clustered
2045,300,450,50.0,5.0,1,2,0.0427964097871998,clustered
2046,300,450,50.0,5.0,1,3,0.0410501064843705,clustered
2047,300,450,50.0,5.0,1,4,0.0424561283247799,clustered
2048,300,450,50.0,5.0,1,5,0.0438886495462022,clustered
2049,300,450,50.0,5.0,1,6,0.0434936832257683,clustered
2050,300,450,50.0,5.0,1,7,0.0434556348601002,clustered
2051,300,450,50.0,5.0,1,8,0.0412916836341858,clustered
2052,300,450,50.0,5.0,1,9,0.0428662566541497,clustered
2053,300,450,50.0,5.0,1,10,0.0426189902727459,clustered
2054,300,450,50.0,5.0,2,3,0.0408046504301818,clustered
2055,300,450,50.0,5.0,2,4,0.0416610127767324,clustered
2056,300,450,50.0,5.0,2,5,0.0418496863968105,clustered
2057,300,450,50.0,5.0,2,6,0.0423810095263323,clustered
2058,300,450,50.0,5.0,2,7,0.0414285984343636,clustered
2059,300,450,50.0,5.0,2,8,0.0427949414250795,clustered
2060,300,450,50.0,5.0,2,9,0.0431993964549196,clustered
2061,300,450,50.0,5.0,2,10,0.0447372942447737,clustered
2062,300,450,50.0,5.0,3,4,0.0411312084163428,clustered
2063,300,450,50.0,5.0,3,5,0.0408509349725381,clustered
2064,300,450,50.0,5.0,3,6,0.0421373883072728,clustered
2065,300,450,50.0,5.0,3,7,0.0411762224757326,clustered
2066,300,450,50.0,5.0,3,8,0.0412596208765843,clustered
2067,300,450,50.0,5.0,3,9,0.0435912833781357,clustered
2068,300,450,50.0,5.0,3,10,0.0434439438981545,clustered
2069,300,450,50.0,5.0,4,5,0.0433261263704366,clustered
2070,300,450,50.0,5.0,4,6,0.0417501811147893,clustered
2071,300,450,50.0,5.0,4,7,0.0418010174366055,clustered
2072,300,450,50.0,5.0,4,8,0.0437632955827903,clustered
2073,300,450,50.0,5.0,4,9,0.0416331819182691,clustered
2074,300,450,50.0,5.0,4,10,0.0424029929686062,clustered
2075,300,450,50.0,5.0,5,6,0.0426352945266328,clustered
2076,300,450,50.0,5.0,5,7,0.0424101946011233,clustered
2077,300,450,50.0,5.0,5,8,0.0427409724261126,clustered
2078,300,450,50.0,5.0,5,9,0.0432262859368844,clustered
2079,300,450,50.0,5.0,5,10,0.0425741214203198,clustered
2080,300,450,50.0,5.0,6,7,0.0428822816243949,clustered
2081,300,450,50.0,5.0,6,8,0.0423759766172817,clustered
2082,300,450,50.0,5.0,6,9,0.0410289453903096,clustered
2083,300,450,50.0,5.0,6,10,0.0429117869631753,clustered
2084,300,450,50.0,5.0,7,8,0.0402542741225985,clustered
2085,300,450,50.0,5.0,7,9,0.0415057123910322,clustered
2086,300,450,50.0,5.0,7,10,0.042511043806498,clustered
2087,300,450,50.0,5.0,8,9,0.0415469007913135,clustered
2088,300,450,50.0,5.0,8,10,0.0424526677603851,clustered
2089,300,450,50.0,5.0,9,10,0.043517470926308,clustered
2090,300,450,50.0,10.0,0,1,0.051438171576602,clustered
2091,300,450,50.0,10.0,0,2,0.0511296875113786,clustered
2092,300,450,50.0,10.0,0,3,0.050274711936891,clustered
2093,300,450,50.0,10.0,0,4,0.052105001898963,clustered
2094,300,450,50.0,10.0,0,5,0.0514093724042146,clustered
2095,300,450,50.0,10.0,0,6,0.0525376346171407,clustered
2096,300,450,50.0,10.0,0,7,0.0486382148239121,clustered
2097,300,450,50.0,10.0,0,8,0.0512732378665205,clustered
2098,300,450,50.0,10.0,0,9,0.0515674000444034,clustered
2099,300,450,50.0,10.0,0,10,0.0490448975022829,clustered
2100,300,450,50.0,10.0,1,2,0.0528261017928701,clustered
2101,300,450,50.0,10.0,1,3,0.0503713466659078,clustered
2102,300,450,50.0,10.0,1,4,0.0515030898998333,clustered
